Disease,OrphaCode,Query,Count
Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome,589856,,0
Punctate acrokeratoderma freckle-like pigmentation,99710,,0
Atypical progressive supranuclear palsy syndrome,99750,,0
Kostmann syndrome,99749,,0
Pontiac fever,99748,,0
Embryonal rhabdomyosarcoma,99757,,0
Alveolar rhabdomyosarcoma,99756,,0
Myotonia fluctuans,99734,,0
Isolated sulfite oxidase deficiency,99731,,0
Sulfite oxidase deficiency due to molybdenum cofactor deficiency,99732,,0
Myotonia permanens,99735,,0
Acetazolamide-responsive myotonia,99736,,0
King-Denborough syndrome,99741,,0
Amish lethal microcephaly,99742,,0
Typhoid,99745,,0
Familial focal epilepsy with variable foci,98820,,0
Familial temporal lobe epilepsy,98819,,0
Landau-Kleffner syndrome,98818,,0
"Benign childhood occipital epilepsy, Gastaut type",98816,,0
"Benign childhood occipital epilepsy, Panayiotopoulos type",98815,,0
Hypohidrotic ectodermal dysplasia with immunodeficiency,98813,,0
Paroxysmal hypnogenic dyskinesia,98812,,0
Paroxysmal exertion-induced dyskinesia,98811,,0
Paroxysmal non-kinesigenic dyskinesia,98810,,0
Paroxysmal kinesigenic dyskinesia,98809,,0
Autosomal dominant dopa-responsive dystonia,98808,,0
"Primary dystonia, DYT13 type",98807,,0
Acute biphenotypic leukemia,98837,,0
Primary mediastinal large B-cell lymphoma,98838,,0
Acute undifferentiated leukemia,98835,,0
Bilineal acute leukemia,98836,,0
Acute myeloblastic leukemia without maturation,98833,,0
Acute myeloblastic leukemia with maturation,98834,,0
Acute myeloid leukemia with 11q23 abnormalities,98831,,0
Acute myeloid leukemia with minimal differentiation,98832,,0
Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),98829,,0
Unclassified myelodysplastic syndrome,98827,,0
Unclassified myelodysplastic/myeloproliferative disease,98825,,0
Refractory anemia,98826,,0
Chronic myelomonocytic leukemia,98823,,0
Atypical chronic myeloid leukemia,98824,,0
Desquamative interstitial pneumonia,98852,,0
Mast cell leukemia,98851,,0
Autosomal dominant Emery-Dreifuss muscular dystrophy,98853,,0
Indolent systemic mastocytosis,98848,,0
Aggressive systemic mastocytosis,98850,,0
Systemic mastocytosis with associated hematologic neoplasm,98849,,0
"Classic Hodgkin lymphoma, mixed cellularity type",98844,,0
"Classic Hodgkin lymphoma, nodular sclerosis type",98843,,0
"Classic Hodgkin lymphoma, lymphocyte-depleted type",98846,,0
"Classic Hodgkin lymphoma, lymphocyte-rich type",98845,,0
Intravascular large B-cell lymphoma,98839,,0
Lymphomatoid papulosis,98842,,0
Anaplastic large cell lymphoma,98841,,0
"Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies",589608,,0
Hereditary pyropoikilocytosis,98867,,0
Mixed phenotype acute leukemia with t(v;11q23.3),589595,,0
Southeast Asian ovalocytosis,98868,,0
Congenital dyserythropoietic anemia type I,98869,,0
Dystonia 28,589618,,0
Congenital dyserythropoietic anemia type III,98870,,0
Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2),589534,,0
X-linked Emery-Dreifuss muscular dystrophy,98863,,0
Spinocerebellar ataxia type 45,589527,,0
Common hereditary elliptocytosis,98864,,0
"GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder",589547,,0
Homozygous hereditary elliptocytosis,98865,,0
Myeloid/lymphoid neoplasm associated with JAK2 rearrangement,589542,,0
Short stature-skeletal dysplasia-retinal degeneration-intellectual disability-sensorineural hearing loss syndrome,589442,,0
Spondylometaphyseal dysplasia-corneal dystrophy syndrome,589435,,0
Spinocerebellar ataxia type 46,589522,,0
"Primary ciliary dyskinesia, Kartagener type",98861,,0
PUM1-associated developmental disability-ataxia-seizure syndrome,589515,,0
Autosomal recessive Emery-Dreifuss muscular dystrophy,98855,,0
Charcot-Marie-Tooth disease type 2B1,98856,,0
Familial dysfibrinogenemia,98881,,0
Familial afibrinogenemia,98880,,0
Hemophilia B,98879,,0
Bleeding diathesis due to integrin alpha2-beta1 deficiency,98886,,0
Bleeding diathesis due to glycoprotein VI deficiency,98885,,0
Congenital dyserythropoietic anemia type II,98873,,0
Primary acquired pure red cell aplasia,98872,,0
Transient erythroblastopenia of childhood,98871,,0
Hemophilia A,98878,,0
Oculopharyngodistal myopathy,98897,,0
Becker muscular dystrophy,98895,,0
Duchenne muscular dystrophy,98896,,0
Amish nemaline myopathy,98902,,0
Bilateral perisylvian polymicrogyria,98889,,0
Early-onset X-linked optic atrophy,98890,,0
Congenital muscular dystrophy type 1B,98893,,0
Congenital muscular dystrophy type 1D,98894,,0
Periventricular nodular heterotopia,98892,,0
"Late-onset distal myopathy, Markesbery-Griggs type",98912,,0
Distal myotilinopathy,98911,,0
Presynaptic congenital myasthenic syndromes,98914,,0
Postsynaptic congenital myasthenic syndromes,98913,,0
Acute inflammatory demyelinating polyradiculoneuropathy,98916,,0
Synaptic congenital myasthenic syndromes,98915,,0
Acute motor axonal neuropathy,98918,,0
Acute motor and sensory axonal neuropathy,98917,,0
Congenital myopathy with excess of thin filaments,98904,,0
Congenital multicore myopathy with external ophthalmoplegia,98905,,0
Neutral lipid storage myopathy,98908,,0
Neutral lipid storage disease with ichthyosis,98907,,0
Desminopathy,98909,,0
"Multiple system atrophy, parkinsonian type",98933,,0
Huntington disease-like 2,98934,,0
Miller Fisher syndrome,98919,,0
Spinal muscular atrophy with respiratory distress type 1,98920,,0
Blake pouch cyst,98922,,0
Coloboma of choroid and retina,98942,,0
Colobomatous microphthalmia,98938,,0
Complete cryptophthalmia,98949,,0
Partial cryptophthalmia,98950,,0
Coloboma of optic disc,98947,,0
Congenital symblepharon,98948,,0
Coloboma of macula,98945,,0
Coloboma of eyelid,98946,,0
Coloboma of eye lens,98943,,0
Coloboma of iris,98944,,0
Climatic droplet keratopathy,98958,,0
Gelatinous drop-like corneal dystrophy,98957,,0
Epithelial basement membrane dystrophy,98956,,0
Lisch epithelial corneal dystrophy,98955,,0
Meesmann corneal dystrophy,98954,,0
Inverse Marcus-Gunn phenomenon,98951,,0
Lattice corneal dystrophy type I,98964,,0
Granular corneal dystrophy type II,98963,,0
Granular corneal dystrophy type I,98962,,0
Reis-Bücklers corneal dystrophy,98961,,0
Thiel-Behnke corneal dystrophy,98960,,0
Subepithelial mucinous corneal dystrophy,98959,,0
Posterior amorphous corneal dystrophy,98971,,0
Central cloudy dystrophy of François,98972,,0
Posterior polymorphous corneal dystrophy,98973,,0
Fuchs endothelial corneal dystrophy,98974,,0
Schnyder corneal dystrophy,98967,,0
Central discoid corneal dystrophy,98968,,0
Macular corneal dystrophy,98969,,0
Fleck corneal dystrophy,98970,,0
Chandler syndrome,98979,,0
Cogan-Reese syndrome,98980,,0
Essential iris atrophy,98981,,0
Congenital hereditary endothelial dystrophy type I,98975,,0
Congenital glaucoma,98976,,0
Juvenile glaucoma,98977,,0
Axenfeld anomaly,98978,,0
Early-onset anterior polar cataract,98988,,0
Coralliform cataract,98990,,0
Cerulean cataract,98989,,0
Pulverulent cataract,98984,,0
Early-onset sutural cataract,98985,,0
Early-onset zonular cataract,98995,,0
Early-onset partial cataract,98992,,0
Early-onset nuclear cataract,98991,,0
Total early-onset cataract,98994,,0
Early-onset posterior polar cataract,98993,,0
Butterfly-shaped pigment dystrophy,99001,,0
Reticular dystrophy of the retinal pigment epithelium,99002,,0
Adult-onset foveomacular vitelliform dystrophy,99000,,0
Multifocal pattern dystrophy simulating fundus flavimaculatus,99003,,0
Fundus pulverulentus,99004,,0
Spastic paraplegia type 7,99013,,0
X-linked Charcot-Marie-Tooth disease type 5,99014,,0
Spastic paraplegia type 2,99015,,0
Acute myeloid leukemia with t(9;22)(q34.1;q11.2),585867,,0
B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,585877,,0
B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2),585909,,0
B-lymphoblastic leukemia/lymphoma with hyperdiploidy,585936,,0
B-lymphoblastic leukemia/lymphoma with hypodiploidy,585942,,0
B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),585918,,0
B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1),585929,,0
Adult-onset autosomal dominant leukodystrophy,99027,,0
B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3),585956,,0
B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3),585948,,0
Sporadic fatal insomnia,586130,,0
Congenitally uncorrected transposition of the great arteries with coarctation,99042,,0
Double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis,99043,,0
Double outlet right ventricle with subaortic ventricular septal defect,99044,,0
Double outlet right ventricle with subpulmonary ventricular septal defect,99045,,0
Double outlet right ventricle with non-committed subpulmonary ventricular septal defect,99046,,0
Pulmonary valve agenesis-intact ventricular septum-persistent ductus arteriosus syndrome,99048,,0
Double outlet right ventricle with doubly committed ventricular septal defect,99047,,0
Abnormal origin of right or left pulmonary artery from the aorta,99050,,0
Pulmonary artery coming from patent ductus arteriosus,99049,,0
Discrete fibromuscular subaortic stenosis,99052,,0
Discrete fixed membranous subaortic stenosis,99051,,0
Valvular pulmonary stenosis,99054,,0
Tunnel subaortic stenosis,99053,,0
Parachute tricuspid valve,99056,,0
Congenital anomaly of the tricuspid valve chordae,99055,,0
Hypoplasia of the mitral valve annulus,99058,,0
Congenital mitral stenosis,99057,,0
Congenital unguarded mitral orifice,99060,,0
Congenital supravalvular mitral ring,99059,,0
Mitral valve agenesis,99062,,0
Accessory mitral valve tissue,99061,,0
Syndromic orbital border hypoplasia,98606,,0
Autosomal recessive isolated optic atrophy,98676,,0
"Autosomal dominant optic atrophy, classic form",98673,,0
Rare isolated myopia,98619,,0
Neu-laxova syndrome due to phosphoserine aminotransferase deficiency,583602,,0
Neu-laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency,583607,,0
"Serine biosynthesis pathway deficiency, infantile/juvenile form",583595,,0
Neu-laxova syndrome due to 3-phosphoserine phosphatase deficiency,583612,,0
Isolated splenic vein thrombosis,583856,,0
Isolated mesenteric vein thrombosis,583861,,0
Congenital trochlear nerve palsy,98686,,0
Congenital infiltrating lipomatosis of the face,583097,,0
Isochromosomy Yq,98798,,0
Isochromosomy Yp,98797,,0
Angelman syndrome due to paternal uniparental disomy of chromosome 15,98795,,0
Angelman syndrome due to maternal 15q11q13 deletion,98794,,0
Prader-Willi syndrome due to paternal 15q11q13 deletion,98793,,0
Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16,98791,,0
"Primary dystonia, DYT6 type",98806,,0
"Primary dystonia, DYT4 type",98805,,0
Pitt-Rogers-Danks syndrome,98788,,0
Autosomal dominant nocturnal frontal lobe epilepsy,98784,,0
Spinocerebellar ataxia type 27,98764,,0
Spinocerebellar ataxia type 14,98763,,0
Spinocerebellar ataxia type 5,98766,,0
Spinocerebellar ataxia type 4,98765,,0
Spinocerebellar ataxia type 8,98760,,0
Spinocerebellar ataxia type 17,98759,,0
Spinocerebellar ataxia type 12,98762,,0
Spinocerebellar ataxia type 10,98761,,0
Spinocerebellar ataxia type 19/22,98772,,0
Spinocerebellar ataxia type 18,98771,,0
Spinocerebellar ataxia type 21,98773,,0
Spinocerebellar ataxia type 13,98768,,0
Spinocerebellar ataxia type 11,98767,,0
Spinocerebellar ataxia type 16,98770,,0
Spinocerebellar ataxia type 15/16,98769,,0
QRICH1-related intellectual disability-chondrodysplasia syndrome,580940,,0
Punctate inner choroidopathy,580951,,0
Lethal brain and heart developmental defects,580933,,0
Spinocerebellar ataxia type 1,98755,,0
Spinocerebellar ataxia type 2,98756,,0
Spinocerebellar ataxia type 3,98757,,0
Spinocerebellar ataxia type 6,98758,,0
Cramp-fasciculation syndrome,581271,,0
Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,98754,,0
Rare idiopathic male infertility,98345,,0
Intraductal tubulopapillary neoplasm of pancreas,580572,,0
Partial atrioventricular septal defect with ventricular hypoplasia,576232,,0
Partial atrioventricular septal defect without ventricular hypoplasia,576235,,0
Complete atrioventricular septal defect without ventricular hypoplasia,576227,,0
Middle East respiratory syndrome,576074,,0
Cathepsin A-related arteriopathy-strokes-leukoencephalopathy,575553,,0
Iatrogenic Creutzfeldt-Jakob disease,576379,,0
NLRC4-related familial cold autoinflammatory syndrome,576349,,0
Variant Creutzfeldt-Jakob disease,576370,,0
Intermediate atrioventricular septal defect,576242,,0
SATB2-associated syndrome due to a pathogenic variant,576283,,0
SATB2-associated syndrome,576278,,0
Split cord malformation type II,573253,,0
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency,574957,,0
Predisposition to severe viral infection due to IRF7 deficiency,574918,,0
Belinostat toxicity or dose selection,574671,,0
Ivermectin toxicity,574637,,0
Split cord malformation,573278,,0
Brachydactyly type B1,572385,,0
Blepharophimosis-ptosis-epicanthus inversus syndrome type 2,572361,,0
Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,572428,,0
Hereditary combined deficiency of vitamin K-dependent clotting factors,98434,,0
RFVT2-related riboflavin transporter deficiency,572543,,0
RFVT3-related riboflavin transporter deficiency,572550,,0
Microcephaly-short stature-limb abnormalities syndrome,572773,,0
WARS2-related combined oxidative phosphorylation defect,572798,,0
DONSON-related microcephaly-short stature-limb abnormalities spectrum,572761,,0
Microcephaly-micromelia syndrome,572768,,0
Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome,572013,,0
Blepharophimosis-ptosis-epicanthus inversus syndrome plus,572333,,0
Blepharophimosis-ptosis-epicanthus inversus syndrome type 1,572354,,0
Infective endocarditis,570762,,0
QRSL1-related combined oxidative phosphorylation defect,570491,,0
Ricin poisoning,570470,,0
HHV-8-associated multicentric Castleman disease,570438,,0
Idiopathic multicentric Castleman disease,570431,,0
Galactose mutarotase deficiency,570422,,0
Transient antenatal Bartter syndrome,570371,,0
Myopathic intestinal pseudoobstruction,104077,,0
Leiomyosarcoma of small intestine,104076,,0
Adenocarcinoma of the small intestine,104075,,0
Undetermined colitis,103920,,0
Tropical pancreatitis,103918,,0
Congenital enterocyte heparan sulfate deficiency,103910,,0
Congenital sodium diarrhea,103908,,0
Trehalase deficiency,103909,,0
Chronic diarrhea due to glucoamylase deficiency,103907,,0
Acute myeloid leukemia with t(8;21)(q22;q22) translocation,102724,,0
Acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent,102379,,0
Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,102381,,0
Unclassified intestinal pseudoobstruction,104078,,0
Anomaly of the mitral subvalvular apparatus,101932,,0
Rare non-syndromic intellectual disability,101685,,0
Familial isolated congenital asplenia,101351,,0
Autosomal recessive dopa-responsive dystonia,101150,,0
Dystonia 14,101151,,0
Spinocerebellar ataxia type 25,101111,,0
Spinocerebellar ataxia type 26,101112,,0
Spinocerebellar ataxia type 28,101109,,0
Spinocerebellar ataxia type 20,101110,,0
Spinocerebellar ataxia type 22,101107,,0
Spinocerebellar ataxia type 23,101108,,0
African tick typhus,101334,,0
Porphyria cutanea tarda,101330,,0
Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome,101206,,0
Charcot-Marie-Tooth disease type 1F,101085,,0
X-linked hyper-IgM syndrome,101088,,0
Charcot-Marie-Tooth disease type 1A,101081,,0
Charcot-Marie-Tooth disease type 1B,101082,,0
Charcot-Marie-Tooth disease type 1C,101083,,0
Charcot-Marie-Tooth disease type 1D,101084,,0
X-linked Charcot-Marie-Tooth disease type 3,101077,,0
X-linked Charcot-Marie-Tooth disease type 4,101078,,0
X-linked Charcot-Marie-Tooth disease type 1,101075,,0
X-linked Charcot-Marie-Tooth disease type 2,101076,,0
Charcot-Marie-Tooth disease type 2H,101102,,0
Charcot-Marie-Tooth disease type 2B2,101101,,0
Marin-Amat syndrome,101104,,0
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,101097,,0
Aregenerative anemia,101096,,0
Hyper-IgM syndrome type 3,101090,,0
Hyper-IgM syndrome type 2,101089,,0
Hyper-IgM syndrome type 5,101092,,0
Hyper-IgM syndrome type 4,101091,,0
Familial hypocalciuric hypercalcemia type 2,101049,,0
Familial hypocalciuric hypercalcemia type 3,101050,,0
Congenital aortic valve dysplasia,101043,,0
Familial hypofibrinogenemia,101041,,0
Autosomal dominant epilepsy with auditory features,101046,,0
Congenital stromal corneal dystrophy,101068,,0
Unilateral hemispheric polymicrogyria,101071,,0
Bilateral frontoparietal polymicrogyria,101070,,0
Situs inversus totalis,101063,,0
Mediterranean macrothrombocytopenia,101022,,0
Cleft hard palate,101023,,0
Autosomal dominant spastic paraplegia type 29,101009,,0
Autosomal spastic paraplegia type 30,101010,,0
Autosomal dominant spastic paraplegia type 31,101011,,0
Romano-Ward syndrome,101016,,0
Female restricted epilepsy with intellectual disability,101039,,0
Transaldolase deficiency,101028,,0
Subependymal nodular heterotopia,101030,,0
Sub-cortical nodular heterotopia,101029,,0
Autosomal dominant spastic paraplegia type 3,100984,,0
Cloverleaf skull-asphyxiating thoracic dysplasia syndrome,100978,,0
Autosomal dominant spastic paraplegia type 10,100991,,0
Autosomal dominant spastic paraplegia type 8,100989,,0
Autosomal dominant spastic paraplegia type 6,100988,,0
Autosomal recessive spastic paraplegia type 5A,100986,,0
Autosomal dominant spastic paraplegia type 4,100985,,0
Autosomal dominant spastic paraplegia type 19,100999,,0
Autosomal recessive spastic paraplegia type 20,101000,,0
X-linked spastic paraplegia type 16,100997,,0
Autosomal dominant spastic paraplegia type 17,100998,,0
Autosomal recessive spastic paraplegia type 14,100995,,0
Autosomal recessive spastic paraplegia type 15,100996,,0
Autosomal dominant spastic paraplegia type 12,100993,,0
Autosomal dominant spastic paraplegia type 13,100994,,0
Autosomal recessive spastic paraplegia type 27,101007,,0
Autosomal recessive spastic paraplegia type 28,101008,,0
Autosomal recessive spastic paraplegia type 25,101005,,0
Autosomal recessive spastic paraplegia type 26,101006,,0
Autosomal recessive spastic paraplegia type 23,101003,,0
Autosomal recessive spastic paraplegia type 24,101004,,0
Autosomal recessive spastic paraplegia type 21,101001,,0
Primary hepatic neuroendocrine carcinoma,100085,,0
Middle ear neuroendocrine tumor,100084,,0
Gallbladder neuroendocrine tumor,100086,,0
Carcinoid syndrome,100093,,0
Porphyria due to ALA dehydratase deficiency,100924,,0
FRAXE intellectual disability,100973,,0
FRAXF syndrome,100974,,0
Bathing suit ichthyosis,100976,,0
F12-related hereditary angioedema with normal C1Inh,100054,,0
Hereditary angioedema type 2,100051,,0
Renin-angiotensin-aldosterone system-blocker-induced angioedema,100057,,0
Acquired angioedema type 1,100056,,0
Acquired angioedema type 2,100055,,0
Semantic dementia,100069,,0
Progressive non-fluent aphasia,100070,,0
Waterhouse-Friderichsen syndrome,100067,,0
Neurogenic thoracic outlet syndrome,100073,,0
Neuroendocrine tumor of stomach,100075,,0
Mosaic trisomy 3,100071,,0
Ileal neuroendocrine tumor,100078,,0
Neuroendocrine neoplasm of appendix,100079,,0
Neuroendocrine tumor of anal canal,100082,,0
Laryngeal neuroendocrine tumor,100083,,0
Neuroendocrine tumor of the colon,100080,,0
Neuroendocrine tumor of the rectum,100081,,0
Refractory anemia with excess blasts type 2,100020,,0
Refractory anemia with excess blasts type 1,100019,,0
Extramedullary soft tissue plasmacytoma,100022,,0
Primary plasmacytoma of the bone,100021,,0
Mu-heavy chain disease,100024,,0
Gamma-heavy chain disease,100026,,0
Alpha-heavy chain disease,100025,,0
Hypocalcified amelogenesis imperfecta,100032,,0
Hypoplastic amelogenesis imperfecta,100031,,0
Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism,100034,,0
Hypomaturation amelogenesis imperfecta,100033,,0
